DOI,Core composition,Shell composition,Concentration of particles,Area/volume,Max/min(size),Magnetic moment of core,Saturation magnetization,Coercivity,Remanence magnetization,LogP of organic coating,Number H acceptors of organic coating,Field amplitude,Field frequency,SAR
http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,oleic acid- coated,1.000,0.330,1.000,2.391,91.320,0.000,0.000,6.109,1.000,178.450,0.150,17.670
http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,oleic acid- coated,1.000,0.330,1.000,2.391,91.320,0.000,0.000,6.109,1.000,197.280,0.150,26.290
http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,oleic acid- coated,1.000,0.330,1.000,2.391,91.320,0.000,0.000,6.109,1.000,218.780,0.150,34.910
http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,oleic acid- coated,1.000,0.330,1.000,2.391,91.320,0.000,0.000,6.109,1.000,235.910,0.150,44.830
http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,oleic acid- coated,1.000,0.330,1.000,2.391,91.320,0.000,0.000,6.109,1.000,254.700,0.150,56.470
http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,oleic acid- coated,1.000,0.330,1.000,2.391,91.320,0.000,0.000,6.109,1.000,290.610,0.150,82.760
http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,oleic acid- coated,1.000,0.330,1.000,2.391,91.320,0.000,0.000,6.109,1.000,309.390,0.150,94.400
http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,oleic acid- coated,1.000,0.330,1.000,2.391,91.320,0.000,0.000,6.109,1.000,325.410,0.150,106.030
http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,oleic acid- coated,1.000,0.330,1.000,2.391,91.320,0.000,0.000,6.109,1.000,343.650,0.150,117.670
http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,oleic acid- coated,1.000,0.330,1.000,2.391,91.320,0.000,0.000,6.109,1.000,361.880,0.150,128.020
http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,oleic acid- coated,1.000,0.330,1.000,2.391,91.320,0.000,0.000,6.109,1.000,374.030,0.150,134.480
http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,oleic acid- coated,1.000,0.330,1.000,2.391,91.320,0.000,0.000,6.109,1.000,382.870,0.150,141.810
http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,oleic acid- coated,1.000,0.330,1.000,2.391,91.320,0.000,0.000,6.109,1.000,390.610,0.150,142.240
http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,oleic acid- coated,1.000,0.330,1.000,2.391,91.320,0.000,0.000,6.109,1.000,400.550,0.150,149.140
10.1021/nn2048137,Fe1Fe2O4,poly- (maleic anhydride alt-1-octadecene),1.000,0.120,0.000,2.391,60.000,0.000,0.000,6.670,3.000,350.000,0.320,80.000
http://dx.doi.org/10.1021/acs.chemmater.5b04780,Co0.5Fe0.5Fe2O4,decanoic acid,5.000,0.300,0.000,2.319,60.000,2.545,30.000,3.212,1.000,301.590,0.300,650.000
http://dx.doi.org/10.1021/acs.chemmater.5b04780,Co0.7Fe0.3Fe2O4,decanoic acid,5.000,0.400,0.000,2.289,56.000,11.000,40.000,3.212,1.000,201.120,0.300,213.743
http://dx.doi.org/10.1021/acs.chemmater.5b04780,Co0.7Fe0.3Fe2O4,decanoic acid,5.000,0.320,0.000,2.289,61.000,5.000,42.000,3.212,1.000,251.370,0.207,378.003
http://dx.doi.org/10.1021/acs.chemmater.5b04780,Co0.7Fe0.3Fe2O4,decanoic acid,5.000,0.260,0.000,2.289,70.000,8.000,40.000,3.212,1.000,234.640,0.247,358.760
http://dx.doi.org/10.1021/acs.chemmater.5b04780,Co0.7Fe0.3Fe2O4,decanoic acid,5.000,0.260,0.000,2.289,53.000,400.000,20.000,3.212,1.000,251.330,0.100,160.000
http://dx.doi.org/10.1021/acs.chemmater.5b04780,Co0.7Fe0.3Fe2O4,decanoic acid,5.000,0.300,0.000,2.289,60.000,8.000,40.000,3.212,1.000,234.640,0.247,358.760
http://dx.doi.org/10.1021/acs.chemmater.5b04780,Co0.7Fe0.3Fe2O4,decanoic acid,5.000,0.350,0.000,2.289,63.250,10.860,43.067,3.212,1.000,301.590,0.100,600.000
http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,oleic acid- coated,1.000,0.380,1.000,2.391,88.300,0.000,0.000,6.109,1.000,600.000,0.310,670.000
10.1021/nn2048137,Fe1Fe2O4,poly- (maleic anhydride alt-1-octadecene),1.000,0.120,0.000,2.391,60.000,0.000,0.000,6.670,3.000,550.000,0.320,125.000
10.1021/nn2048137,Fe1Fe2O4,poly- (maleic anhydride alt-1-octadecene),1.000,0.120,0.000,2.391,60.000,0.000,0.000,6.670,3.000,750.000,0.320,160.000
https://doi.org/10.1021/acs.nanolett.0c02795,Fe1Fe2O4,,1.000,0.050,0.000,2.391,81.833,173.667,23.513,0.000,0.000,440.000,0.400,2213.000
https://doi.org/10.1063/1.5006515,Co0.1Fe0.9Fe2O4,,2.000,0.500,0.000,2.377,82.000,7.400,65.000,0.000,0.000,184.000,0.270,107.000
https://doi.org/10.1063/1.5006515,Co0.3Fe0.7Fe2O4,,2.000,0.500,0.000,2.348,84.000,10.597,70.000,0.000,0.000,184.000,0.270,130.000
https://doi.org/10.1063/1.5006515,Co0.5Fe0.5Fe2O4,,2.000,0.500,0.000,2.319,77.000,15.701,67.000,0.000,0.000,184.000,0.270,210.000
https://doi.org/10.1063/1.5006515,Co0.1Fe0.9Fe2O4,,2.000,0.500,0.000,2.377,82.000,7.400,65.000,0.000,0.000,234.000,0.270,130.000
https://doi.org/10.1063/1.5006515,Co0.1Fe0.9Fe2O4,,2.000,0.500,0.000,2.377,82.000,7.400,65.000,0.000,0.000,491.000,0.270,210.000
https://doi.org/10.1063/1.5006515,Co0.3Fe0.7Fe2O4,,2.000,0.500,0.000,2.348,84.000,10.597,70.000,0.000,0.000,234.000,0.270,205.000
https://doi.org/10.1063/1.5006515,Co0.3Fe0.7Fe2O4,,2.000,0.500,0.000,2.348,84.000,10.597,70.000,0.000,0.000,491.000,0.270,350.000
https://doi.org/10.1063/1.5006515,Co0.5Fe0.5Fe2O4,,2.000,0.500,0.000,2.319,77.000,15.701,67.000,0.000,0.000,234.000,0.270,340.000
https://doi.org/10.1063/1.5006515,Co0.5Fe0.5Fe2O4,,2.000,0.500,0.000,2.319,77.000,15.701,67.000,0.000,0.000,491.000,0.270,550.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.570,0.000,2.391,68.000,0.000,0.000,0.000,0.000,200.000,0.360,77.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.570,0.000,2.391,68.000,0.000,0.000,0.000,0.000,400.000,0.360,128.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.570,0.000,2.391,68.000,0.000,0.000,0.000,0.000,600.000,0.360,350.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.570,0.000,2.391,68.000,0.000,0.000,0.000,0.000,800.000,0.360,360.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.330,0.000,2.391,73.000,22.000,7.000,0.000,0.000,200.000,0.360,244.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.330,0.000,2.391,73.000,22.000,7.000,0.000,0.000,400.000,0.360,514.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.330,0.000,2.391,73.000,22.000,7.000,0.000,0.000,600.000,0.360,700.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.330,0.000,2.391,73.000,22.000,7.000,0.000,0.000,800.000,0.360,1200.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.170,0.000,2.391,85.000,37.000,14.000,0.000,0.000,200.000,0.360,154.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.170,0.000,2.391,85.000,37.000,14.000,0.000,0.000,400.000,0.360,1000.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.170,0.000,2.391,85.000,37.000,14.000,0.000,0.000,600.000,0.360,1738.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.170,0.000,2.391,85.000,37.000,14.000,0.000,0.000,800.000,0.360,2494.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.080,0.000,2.391,90.000,80.000,23.000,0.000,0.000,200.000,0.360,55.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.080,0.000,2.391,90.000,80.000,23.000,0.000,0.000,400.000,0.360,940.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.080,0.000,2.391,90.000,80.000,23.000,0.000,0.000,600.000,0.360,1880.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.080,0.000,2.391,90.000,80.000,23.000,0.000,0.000,800.000,0.360,2666.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.030,0.000,2.391,92.000,118.000,13.000,0.000,0.000,200.000,0.360,226.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.030,0.000,2.391,92.000,118.000,13.000,0.000,0.000,400.000,0.360,440.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.030,0.000,2.391,92.000,118.000,13.000,0.000,0.000,600.000,0.360,702.000
https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,,0.100,0.030,0.000,2.391,92.000,118.000,13.000,0.000,0.000,800.000,0.360,875.000
https://doi.org/10.1021/acsnano.8b06542,Co0.24Mn0.15Fe0.61Fe2O4,,1.000,0.290,0.000,2.378,93.000,0.000,0.000,0.000,0.000,337.000,0.420,1718.000
10.1039/d0na00820f,Fe1Fe2O4,carboxymethylcellulose,2.500,0.420,0.000,2.391,20.000,0.000,0.000,-3.288,7.000,250.000,0.110,7.500
10.1039/d0na00820f,Co0.03Fe0.97Fe2O4,carboxymethylcellulose,2.500,0.420,0.000,2.387,20.000,0.000,0.000,-3.288,7.000,250.000,0.110,11.800
10.1039/d0na00820f,Co0.05Fe0.95Fe2O4,carboxymethylcellulose,2.500,0.430,0.000,2.384,20.000,0.000,0.000,-3.288,7.000,250.000,0.110,13.300
10.1039/d0na00820f,Co0.1Fe0.9Fe2O4,carboxymethylcellulose,2.500,0.420,0.000,2.377,20.000,0.000,0.000,-3.288,7.000,250.000,0.110,13.800
https://doi.org/10.1016/j.biomaterials.2014.04.036,Fe2O3,,1.000,0.300,0.000,2.368,28.000,3.564,19.253,0.000,0.000,126.000,0.320,86.000
https://doi.org/10.1016/j.biomaterials.2014.04.036,Fe2O3,,1.000,0.300,0.000,2.368,28.000,3.566,19.503,0.000,0.000,185.000,0.500,112.000
https://doi.org/10.1016/j.biomaterials.2014.04.036,Fe2O3,,1.000,0.300,0.000,2.368,28.000,3.564,19.253,0.000,0.000,302.000,0.900,253.000
https://doi.org/10.1016/j.biomaterials.2014.04.036,Co1Fe2O4,,1.000,0.330,0.000,2.246,32.000,3.564,19.253,0.000,0.000,185.000,0.500,316.000
https://doi.org/10.1016/j.biomaterials.2014.04.036,Co1Fe2O4,,1.000,0.330,0.000,2.246,32.000,3.564,19.253,0.000,0.000,243.000,0.700,322.000
https://doi.org/10.1016/j.biomaterials.2014.04.036,Au1Fe2O3,,1.000,0.030,1.000,2.262,28.000,3.564,19.253,0.000,0.000,126.000,0.320,74.000
https://doi.org/10.1016/j.biomaterials.2014.04.036,Fe2O3,,1.000,0.330,0.000,2.368,39.000,7.224,32.580,0.000,0.000,126.000,0.320,337.000
https://doi.org/10.1016/j.biomaterials.2014.04.036,Fe2O3,,1.000,0.330,0.000,2.368,39.000,7.224,32.580,0.000,0.000,302.000,0.900,806.000
https://doi.org/10.1016/j.biomaterials.2014.04.036,Fe2O3,,1.000,0.140,0.000,2.368,39.000,7.224,32.580,0.000,0.000,126.000,0.320,521.000
https://doi.org/10.1016/j.biomaterials.2014.04.036,Fe2O3,,1.000,0.140,0.000,2.368,39.000,7.224,32.580,0.000,0.000,185.000,0.500,928.000
